Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,LoanApproved
47,611,Employed,Bachelor,24,17341,48,Married,2,Rent,272,0.2133895405357124,1,1,0,Debt Consolidation,0,14,23,460,2107,49189,26142,4151.916666666667,0.8222762990014552,2,1
31,509,Employed,High School,9,11722,60,Widowed,2,Rent,777,0.2657319049856925,4,0,0,Other,0,25,6,7247,780,63557,160974,2725.833333333333,0.8262583214349809,3,0
50,609,Employed,High School,24,25942,36,Married,2,Mortgage,1244,0.3351926972057552,4,4,0,Other,1,25,25,894,978,101385,69571,6684.833333333333,0.5412551190481565,5,0
56,621,Employed,Associate,28,25946,60,Married,2,Mortgage,302,0.2136216836430803,4,1,0,Education,0,23,12,3896,626,42024,11948,13812.666666666666,0.7099350263395886,5,1
49,544,Employed,Associate,26,18724,48,Married,1,Rent,445,0.0639132777572947,2,0,0,Education,0,24,28,683,8919,103035,26851,10610.666666666666,0.8204580101453962,3,1
37,604,Employed,Associate,14,15048,12,Married,3,Own,146,0.1793003786568179,4,1,0,Home,0,17,9,3024,457,110963,10755,4182.166666666667,0.5481011527505311,4,0
41,545,Employed,Master,18,106945,48,Married,1,Rent,643,0.2524471157075577,3,1,0,Other,0,25,17,3108,2135,52598,7958,2316.1666666666665,0.5778912829164555,6,0
21,574,Employed,High School,0,22848,36,Single,0,Mortgage,592,0.1531081666244826,5,0,0,Education,0,22,17,4095,2113,62098,9795,1250.0,0.914478328990153,2,0
38,587,Employed,High School,14,42266,72,Married,3,Rent,228,0.1638885682058303,4,0,0,Education,0,24,23,1586,1390,54942,8811,3294.833333333333,0.9218536775417362,11,0
29,512,Employed,High School,9,13165,72,Married,1,Rent,696,0.1161281438010877,2,0,0,Education,0,24,29,8217,108,40722,58709,1564.1666666666667,0.6303002514980902,4,0
48,607,Employed,Bachelor,27,24482,60,Single,0,Mortgage,921,0.3199429648638184,2,1,0,Home,0,22,25,1947,434,32968,9446,4793.583333333333,0.9718586288148788,3,0
70,603,Employed,Doctorate,50,14508,60,Married,3,Mortgage,294,0.3736678425987785,3,2,0,Education,0,19,10,2373,3286,85247,67857,7368.25,0.6429605526932495,2,1
45,571,Self-Employed,Master,17,13064,48,Married,1,Rent,293,0.7590038294536302,4,1,0,Debt Consolidation,0,25,15,3373,320,76513,35680,6036.916666666667,0.9742989872358986,8,1
18,504,Employed,Bachelor,0,31197,108,Married,3,Rent,699,0.5524061049623918,2,0,0,Debt Consolidation,0,28,2,1710,4149,10752,13316,1992.0,0.9187573800848524,6,0
35,519,Employed,High School,14,21437,72,Married,2,Other,1128,0.1780995048961855,4,0,0,Auto,0,27,5,9220,4237,115860,18762,2101.4166666666665,0.8874169447804955,3,0
41,613,Employed,Associate,20,19247,72,Single,2,Mortgage,275,0.3300951663502317,4,0,0,Auto,0,27,18,5632,417,83206,12416,3342.25,0.8878901819896414,3,0
41,636,Employed,Master,17,30468,48,Single,0,Mortgage,444,0.4825482238548625,2,0,0,Debt Consolidation,0,22,12,396,1896,139265,8066,5658.583333333333,0.8422514190391797,7,1
31,616,Employed,Bachelor,7,21590,48,Single,4,Mortgage,236,0.4486859316940418,1,0,0,Auto,0,25,5,2935,743,135408,8874,4624.916666666667,0.7933539091701816,8,1
42,582,Employed,High School,18,19352,12,Married,0,Mortgage,420,0.077798473862601,3,2,0,Debt Consolidation,0,30,23,9532,1450,44855,106487,17220.0,0.9191026329491576,7,1
25,582,Employed,Associate,3,24824,60,Single,4,Mortgage,334,0.1434121853134391,3,0,0,Debt Consolidation,0,27,27,5664,935,56042,12122,1250.0,0.6899995875134015,4,0
28,542,Employed,High School,5,18641,24,Married,3,Mortgage,219,0.1350817116831972,3,0,0,Home,0,25,4,1437,491,33906,47553,4889.833333333333,0.7964381131314092,4,0
47,594,Employed,Bachelor,24,26653,48,Widowed,1,Rent,411,0.1454446221644,3,2,0,Debt Consolidation,0,34,11,4364,845,111000,19284,8951.75,0.59249063297217,2,1
27,607,Employed,Master,6,7374,24,Married,3,Mortgage,634,0.2119033797766432,2,1,0,Home,0,20,17,618,1210,5484,154885,2317.9166666666665,0.8631501313465809,3,0
46,565,Employed,High School,25,7911,60,Married,5,Rent,447,0.1256227200041779,3,1,0,Auto,0,21,13,3327,882,89053,33390,3248.25,0.9073359504486488,2,0
23,601,Employed,Bachelor,0,14201,108,Divorced,2,Own,207,0.523626210919526,1,1,0,Debt Consolidation,0,30,14,4833,473,19228,15992,10834.833333333334,0.8684402726751264,2,1
61,606,Employed,High School,38,55137,48,Married,0,Mortgage,1120,0.2460840723610751,6,2,0,Home,0,27,11,571,1293,4329,138271,2842.5,0.8730708296164158,4,0
30,630,Employed,Doctorate,6,28415,36,Single,0,Rent,415,0.1941875140784723,5,2,0,Home,0,23,16,496,742,46951,9394,3573.083333333333,0.936101872012582,1,0
37,592,Employed,High School,13,21291,84,Married,1,Mortgage,325,0.4818933958023768,1,1,0,Debt Consolidation,0,25,5,5282,2180,35150,4951,3607.5833333333335,0.551885633906148,4,0
43,563,Employed,Bachelor,18,15786,48,Single,3,Rent,390,0.1429648132318616,4,2,0,Auto,0,13,18,2367,1124,13319,64696,6071.5,0.749689350793706,7,0
33,593,Employed,High School,12,10275,60,Married,0,Own,237,0.222696995109974,6,2,0,Auto,0,25,5,18283,908,54547,7416,5778.583333333333,0.9401601171040168,3,1
41,546,Self-Employed,Master,17,23920,12,Divorced,0,Other,410,0.4282513424233841,3,3,0,Auto,0,27,20,10439,5735,320826,4206,8707.583333333334,0.5685269649568689,8,1
46,563,Employed,High School,22,18430,96,Married,0,Other,624,0.2489678529694625,1,1,1,Home,0,34,29,3067,1377,40736,20588,7121.0,0.8773213112575228,5,0
51,589,Unemployed,Associate,29,23285,48,Divorced,1,Mortgage,259,0.2409383901652282,4,0,0,Home,0,31,28,5113,1093,74258,6143,1484.3333333333333,0.9058472609818052,3,0
49,570,Employed,High School,26,20603,60,Divorced,0,Own,373,0.4644749997498478,4,1,0,Auto,0,23,17,12191,1200,98735,24145,3878.25,0.9810725452243502,3,0
37,589,Employed,Bachelor,15,29235,84,Single,1,Other,447,0.416762217342809,3,2,1,Education,0,31,20,851,2172,78531,23503,5368.583333333333,0.8750630773302565,5,0
38,483,Employed,Associate,11,22515,84,Married,5,Mortgage,531,0.1634970447007874,4,0,0,Auto,0,36,6,7464,1021,8485,75029,6886.416666666667,0.7142072401695952,10,0
68,633,Employed,High School,45,19099,72,Married,1,Rent,177,0.2190725857483496,1,0,0,Home,0,27,13,9957,395,139598,22234,2516.083333333333,0.8980040137911139,6,0
51,569,Employed,Bachelor,28,35890,84,Married,2,Own,494,0.0412285445223157,2,1,0,Auto,1,26,22,4990,2408,271122,10724,2534.5,0.8755974988403299,5,0
28,563,Employed,Master,6,22861,60,Single,4,Own,723,0.2182889212076864,5,4,0,Home,0,32,28,756,840,55411,8706,2266.25,0.7537161032422549,6,0
41,633,Employed,Associate,19,21950,60,Single,2,Mortgage,411,0.2631880110731929,3,1,0,Debt Consolidation,1,25,24,4263,2195,78119,22090,5568.583333333333,0.5790578063120133,4,0
35,587,Employed,Associate,15,25827,72,Single,3,Own,915,0.1181533860661322,3,0,0,Debt Consolidation,0,31,14,2776,2053,45945,20654,6511.25,0.8638988568619473,1,0
38,478,Employed,Bachelor,13,44042,48,Married,0,Mortgage,181,0.564546738647873,4,0,0,Debt Consolidation,0,29,7,11374,820,83657,4540,4767.833333333333,0.815816162255891,1,0
25,567,Employed,Bachelor,1,69711,36,Married,1,Mortgage,227,0.3669748563373124,1,0,1,Education,0,26,26,2115,7051,46968,28518,1693.25,0.9206189183476542,4,0
35,563,Employed,Bachelor,13,17067,36,Single,1,Own,587,0.098682283518383,3,0,0,Home,0,26,24,517,417,29711,22724,5328.333333333333,0.5737723819911609,5,0
61,543,Unemployed,High School,40,38498,36,Divorced,5,Mortgage,191,0.0510525668378143,3,1,0,Other,0,28,6,2021,593,19333,66911,2085.9166666666665,0.607916423826753,2,0
46,626,Employed,Master,23,25931,120,Single,0,Mortgage,227,0.318177068183881,0,3,0,Education,1,20,22,1657,726,85316,17945,2948.333333333333,0.6578912622692038,4,0
18,600,Self-Employed,High School,0,17030,48,Married,3,Rent,492,0.5183609949362629,5,1,0,Home,0,15,16,8613,2644,37099,14168,2564.333333333333,0.8429461865375584,2,0
54,575,Employed,Associate,32,12683,24,Divorced,4,Rent,316,0.6152104052537684,4,1,0,Home,1,28,6,7840,995,74304,64372,2675.0,0.7564474755021916,5,0
53,643,Employed,High School,33,27041,60,Married,1,Mortgage,248,0.2405353091167239,0,2,0,Home,0,17,18,1733,1049,77681,6488,2352.583333333333,0.9348498729960144,5,0
35,578,Self-Employed,Master,12,27314,48,Single,2,Mortgage,1053,0.3475708152527449,5,0,0,Debt Consolidation,0,23,14,1223,2761,6451,25560,12568.583333333334,0.8677207648981543,5,1
48,508,Self-Employed,Master,25,26181,36,Married,2,Other,253,0.3747291451846198,1,1,0,Auto,1,17,4,22546,1866,69350,22565,1662.4166666666667,0.8717607250062935,4,0
29,617,Employed,Master,4,6954,108,Married,1,Other,316,0.218389393584784,4,4,0,Debt Consolidation,0,23,24,1744,7750,11952,152130,2662.75,0.6719544327411405,2,0
34,614,Employed,High School,12,27996,48,Divorced,4,Rent,601,0.1761230405615469,0,1,0,Debt Consolidation,0,19,4,1925,751,68261,21335,2940.4166666666665,0.9496635362783742,12,0
57,556,Employed,Bachelor,35,37625,60,Married,1,Other,784,0.3706070772944054,2,0,0,Debt Consolidation,0,23,4,691,725,610650,15337,8746.416666666666,0.924962252313848,3,1
36,613,Employed,High School,17,17648,48,Married,0,Mortgage,496,0.348521330621772,2,1,0,Auto,0,18,5,2428,951,62126,15839,3869.8333333333335,0.8048516550850144,7,0
18,494,Employed,Doctorate,0,16263,12,Single,5,Rent,425,0.2227981555300492,2,0,1,Education,0,22,6,9408,1176,114433,17027,3491.1666666666665,0.7499941046926643,4,0
39,508,Employed,Bachelor,15,21481,36,Widowed,3,Rent,364,0.1460193950746804,4,0,1,Debt Consolidation,0,24,21,4714,2902,43461,170069,2912.333333333333,0.7199357641646577,6,0
39,617,Employed,Bachelor,16,50117,48,Married,5,Mortgage,1166,0.3908299542978437,1,0,0,Debt Consolidation,0,30,26,824,2402,76336,13035,8741.083333333334,0.8498615625406493,5,0
54,531,Employed,Associate,34,19179,36,Widowed,3,Mortgage,254,0.6143572028283812,6,2,0,Education,0,16,1,1248,4051,152194,44046,2675.083333333333,0.9717315435245536,3,0
40,632,Self-Employed,Bachelor,20,22665,48,Married,4,Mortgage,290,0.2340249109606812,6,3,0,Debt Consolidation,0,24,15,3771,2635,46037,5773,4571.083333333333,0.9265265348533376,4,0
34,569,Employed,Bachelor,13,21569,48,Married,0,Rent,115,0.4895804562475156,3,0,1,Debt Consolidation,0,23,5,2491,2518,42551,249039,3990.4166666666665,0.8461072070051091,4,0
52,604,Employed,Bachelor,28,16212,96,Divorced,2,Own,623,0.4121207159637297,2,0,0,Other,0,34,9,13389,1060,103892,16327,5841.833333333333,0.7826429425266558,7,0
41,581,Self-Employed,Bachelor,18,15538,12,Single,0,Mortgage,594,0.6841253844505107,3,1,0,Debt Consolidation,0,28,18,1418,3070,23253,62507,11747.833333333334,0.8259954404250343,3,1
30,439,Employed,Associate,10,11809,60,Married,2,Mortgage,619,0.2373414027192621,0,1,0,Home,0,28,11,2985,1811,107825,6495,5880.916666666667,0.8800923954959697,5,1
53,629,Employed,Bachelor,30,38277,108,Married,1,Mortgage,426,0.1401594750259173,2,2,0,Home,0,19,24,754,2486,18989,11727,4835.833333333333,0.6202272283491883,4,0
42,513,Employed,Master,21,31452,24,Married,2,Own,160,0.3421580319320079,2,1,0,Education,0,23,2,707,3201,44731,22217,11897.083333333334,0.9234990259064576,5,1
40,569,Unemployed,High School,19,40297,60,Married,3,Mortgage,540,0.1959173138931232,4,1,0,Debt Consolidation,0,14,26,3206,2203,14232,45163,8880.083333333334,0.9388242468467792,3,0
42,546,Self-Employed,High School,18,27140,24,Single,1,Rent,491,0.3446363033600507,3,1,0,Home,0,23,25,594,712,211534,5813,7073.416666666667,0.9046028165216892,4,1
27,527,Employed,Bachelor,3,13678,48,Married,0,Mortgage,313,0.0995831170967318,3,2,0,Debt Consolidation,0,24,9,970,6059,31600,25695,4293.666666666667,0.7929355559744484,6,0
33,565,Employed,Associate,8,41018,36,Married,0,Rent,304,0.0601182374560587,4,1,0,Home,0,18,16,2626,1505,53343,43939,2111.083333333333,0.9045592064489356,2,0
40,523,Employed,High School,18,24834,48,Single,0,Mortgage,168,0.277729254329642,6,0,0,Auto,0,27,9,16592,5254,210526,39279,1250.0,0.8009168645863035,3,0
37,580,Employed,High School,13,30234,36,Single,2,Own,290,0.211547535210159,2,1,0,Debt Consolidation,0,27,27,1469,304,487936,42160,3385.4166666666665,0.7907416022077222,6,1
55,638,Employed,Bachelor,34,25179,48,Married,0,Other,529,0.4559042028200318,1,1,0,Home,0,25,4,21551,9891,31442,68955,7144.416666666667,0.893008977886147,1,1
42,592,Employed,Associate,20,18437,48,Single,2,Rent,328,0.2676746884779383,0,0,0,Home,0,20,1,9214,558,50873,30894,1916.0,0.95970584343205,7,0
50,638,Employed,Bachelor,28,18970,48,Divorced,0,Other,249,0.5248547627702614,2,2,0,Education,0,31,18,5278,1378,48426,2944,6496.083333333333,0.9277366384859952,3,1
40,589,Employed,Doctorate,17,33313,48,Married,4,Mortgage,531,0.2248951087159874,5,0,0,Other,0,27,6,3502,1843,49328,75770,3906.1666666666665,0.9349889601582833,4,0
52,660,Employed,Bachelor,32,37020,48,Single,0,Rent,853,0.3290419528497019,3,2,0,Auto,0,31,27,3285,1505,48691,79931,6350.75,0.681893100981358,10,0
44,587,Employed,Bachelor,22,32910,12,Single,2,Mortgage,257,0.3697516834053642,6,1,0,Education,0,23,21,5306,1097,135720,24555,3027.833333333333,0.9046244384759422,5,0
40,624,Employed,High School,15,24510,48,Married,1,Rent,355,0.4525706227538591,6,3,0,Debt Consolidation,0,17,18,2465,424,24300,36415,2568.6666666666665,0.7516725452976379,7,0
39,642,Employed,Associate,19,16146,24,Single,1,Mortgage,383,0.1461983189765281,5,3,0,Debt Consolidation,0,23,6,1477,1880,57113,92156,4145.166666666667,0.8198151405712528,6,0
28,444,Employed,High School,8,39214,96,Married,1,Other,276,0.3018981534791927,5,0,0,Home,0,25,13,6284,802,49072,4999,1250.0,0.8339897807150924,4,0
46,550,Self-Employed,Doctorate,26,29879,120,Married,3,Mortgage,444,0.2079545557893996,2,0,0,Other,0,13,18,4344,683,159027,11655,8695.416666666666,0.9009802648272848,4,0
39,588,Employed,Bachelor,11,16047,36,Married,1,Mortgage,465,0.3674173274977814,6,0,0,Other,1,24,7,8231,479,151225,29721,3868.3333333333335,0.5382153589080773,8,0
33,463,Self-Employed,High School,10,29755,12,Married,3,Own,818,0.2091833338456521,5,0,0,Education,0,31,22,3362,159,234595,22498,1931.5833333333333,0.8885194634146292,1,0
53,614,Employed,Associate,31,17126,36,Divorced,0,Own,1228,0.029452978008375,3,0,0,Auto,0,25,18,1278,1529,54853,7834,3204.75,0.9623125440859284,3,0
24,513,Employed,High School,1,34451,60,Single,0,Mortgage,705,0.1168733449113287,2,2,0,Debt Consolidation,0,27,18,3828,983,48595,32994,3728.5833333333335,0.6764295408140057,3,0
34,458,Employed,Bachelor,11,83724,36,Married,1,Mortgage,183,0.400973409095612,6,2,0,Education,0,25,12,2155,5771,124067,43161,3597.833333333333,0.8136335055227769,6,0
52,550,Employed,High School,31,44265,60,Single,0,Rent,364,0.3151204909715686,4,1,0,Home,0,25,28,10912,1047,151330,38712,7813.166666666667,0.7527769863022354,10,0
43,613,Self-Employed,High School,22,47092,48,Single,3,Mortgage,324,0.5550596604168425,6,0,0,Other,0,31,8,3191,1613,63245,20838,2199.5,0.7450388182731386,5,0
39,573,Employed,Associate,17,20235,72,Single,3,Own,732,0.2858351654010067,6,2,0,Education,0,24,8,1721,2306,127753,9072,3006.75,0.6149389827030624,2,0
43,519,Employed,High School,22,23025,60,Married,0,Rent,370,0.3172511467852364,1,1,0,Auto,0,20,6,1223,100,132314,11804,4066.4166666666665,0.8248401049600617,6,0
42,590,Employed,Bachelor,20,121782,84,Married,0,Mortgage,767,0.3637184854624055,3,0,0,Education,0,26,19,1315,546,31673,177479,17134.083333333332,0.8263199025981701,8,0
21,505,Employed,Associate,0,14076,72,Divorced,0,Own,345,0.5497533941022437,4,0,0,Education,0,21,8,3005,2445,253161,16977,2005.9166666666667,0.636977088270235,9,0
35,598,Employed,High School,14,12890,48,Divorced,1,Other,220,0.024243980550076,2,2,0,Debt Consolidation,0,19,9,6524,348,25406,53190,5048.75,0.6010129775569728,6,0
59,520,Employed,Bachelor,31,10306,72,Widowed,1,Own,620,0.1559890385687729,3,1,0,Home,0,24,14,1464,6469,31207,58541,6159.916666666667,0.8996536103064408,1,0
32,544,Employed,High School,8,43918,48,Single,2,Rent,641,0.2276154648696429,3,3,1,Debt Consolidation,0,25,16,1974,2080,38340,37676,8674.083333333334,0.9274235408879716,5,0
36,622,Employed,Bachelor,16,12441,36,Divorced,0,Mortgage,186,0.1108480323834628,4,0,0,Auto,0,29,21,13096,1473,14569,11263,8364.5,0.8626670659435013,5,1
33,563,Employed,High School,15,9982,48,Single,0,Other,356,0.388221526782269,4,0,0,Auto,0,26,23,861,784,61341,95521,2478.083333333333,0.9892637582572954,5,0
38,600,Self-Employed,High School,17,16135,36,Married,0,Mortgage,430,0.0257149785805905,3,2,0,Home,0,21,13,4755,351,26219,39268,1877.0833333333333,0.8933982606031334,3,0
33,580,Employed,High School,9,26517,48,Married,3,Other,296,0.1182465063351847,2,0,0,Other,0,27,15,1005,1275,20879,29556,1522.8333333333333,0.7125658441707063,6,0
45,616,Employed,Associate,22,15953,72,Married,0,Own,2375,0.4701323550019907,6,0,0,Debt Consolidation,0,24,8,3229,405,394692,104730,4081.9166666666665,0.8839916916694299,2,0
42,461,Employed,Doctorate,20,38438,12,Single,1,Other,611,0.1325713191782739,3,1,0,Home,0,22,13,2888,2774,330199,21768,8052.416666666667,0.7709237803333884,4,1
49,639,Employed,Associate,28,27290,60,Widowed,2,Own,734,0.2900029783668275,0,0,0,Home,0,26,19,3403,2203,194404,9016,8552.666666666666,0.8001326169950853,4,1
27,574,Employed,High School,6,19157,96,Widowed,0,Mortgage,1310,0.1652515402428282,4,0,0,Debt Consolidation,0,14,13,5291,1448,12322,77940,2652.4166666666665,0.7459115887550694,5,0
35,465,Unemployed,High School,13,17934,60,Married,4,Rent,291,0.6252585553775127,4,1,0,Other,0,23,29,1472,1148,57665,8990,3373.6666666666665,0.94768901246916,9,0
37,585,Employed,Associate,17,32065,72,Married,0,Other,300,0.4372688141709478,5,1,0,Auto,0,18,7,3768,2052,97592,16952,8321.583333333334,0.6809076290695629,5,0
45,522,Employed,High School,23,30035,48,Married,0,Mortgage,251,0.2865313932131282,4,0,0,Other,0,29,15,16362,777,201816,10287,2149.75,0.9021890558147092,4,0
30,569,Employed,High School,5,9187,24,Married,3,Rent,234,0.6832941236713511,3,0,1,Education,0,13,1,3871,2079,102482,9057,1250.0,0.9198136197169678,6,0
50,581,Employed,Master,29,11996,72,Single,1,Other,413,0.3124226711449521,2,0,0,Home,1,24,15,2170,320,23409,53352,8321.416666666666,0.9334037656891224,4,1
54,614,Employed,High School,30,12219,36,Married,2,Rent,349,0.2703260044229118,2,0,0,Education,0,16,19,228,736,74207,8103,2027.1666666666667,0.8188604852897995,5,0
28,574,Employed,Bachelor,4,34416,36,Married,2,Rent,645,0.5883075522867924,1,0,0,Home,0,28,9,6094,320,45894,42636,3329.4166666666665,0.9897319369969236,5,0
34,461,Employed,High School,14,25362,12,Single,0,Rent,375,0.3554597811388833,2,2,0,Home,0,29,4,1410,223,32036,132609,5292.0,0.8843480171017705,5,0
33,563,Employed,High School,12,19615,36,Married,2,Mortgage,673,0.414519831004541,5,1,1,Debt Consolidation,0,32,21,1190,925,12639,33082,2720.083333333333,0.5959953197359068,4,0
71,614,Employed,Bachelor,46,37828,48,Single,2,Own,370,0.5273307731464418,0,0,1,Home,0,24,27,26808,584,95994,6179,10102.166666666666,0.9297178267527044,4,1
34,618,Employed,Bachelor,13,21913,60,Single,1,Mortgage,872,0.1224713364338152,3,0,0,Home,0,21,3,8157,553,154724,109437,21348.5,0.9668308776625724,4,1
60,632,Employed,Associate,38,27332,60,Married,1,Rent,316,0.6052845784192156,3,1,0,Home,0,30,28,1251,4839,75171,147057,2724.9166666666665,0.867045963944621,4,0
24,510,Employed,High School,0,13204,60,Single,0,Mortgage,377,0.3739725260930119,1,0,0,Debt Consolidation,0,18,14,6835,4700,43724,164220,2999.833333333333,0.8692173593465383,5,0
28,499,Employed,Associate,4,9853,60,Single,0,Own,252,0.0353831961580039,2,0,0,Auto,0,23,20,14669,728,96638,28275,3697.5,0.8884666410444132,4,1
31,522,Employed,High School,8,57916,48,Married,3,Own,455,0.2099613410513379,3,1,0,Auto,0,21,3,1677,562,8878,33773,4066.9166666666665,0.901440397906973,4,0
29,493,Employed,Master,5,19141,36,Married,3,Own,465,0.126901750823166,0,2,0,Home,0,16,3,334,5384,31812,15000,2508.9166666666665,0.6761643795297865,6,0
36,595,Unemployed,Bachelor,14,30410,36,Single,0,Rent,269,0.2259577096815563,2,3,0,Debt Consolidation,0,18,7,1029,712,135826,4158,2792.0,0.838676305633706,8,0
31,613,Employed,Doctorate,6,17296,48,Single,1,Mortgage,257,0.203280970766066,2,1,1,Home,0,17,20,371,154,8852,2286,2827.1666666666665,0.8463253540586605,2,0
30,576,Employed,Associate,12,31584,96,Married,0,Own,750,0.0579024225737651,2,0,1,Auto,0,22,10,12834,105,40526,71925,3086.75,0.6064622441676748,3,0
53,608,Employed,Bachelor,31,18966,48,Single,0,Other,157,0.2186816259394793,4,2,0,Other,0,25,21,11511,1147,209028,95562,3485.5,0.7864346862641255,4,0
54,557,Employed,High School,36,24290,60,Married,1,Rent,217,0.6294550413718695,10,1,0,Home,0,20,13,4899,744,10280,6857,1250.0,0.703353822475729,2,0
51,596,Employed,Master,28,33850,48,Widowed,4,Mortgage,233,0.3378626085610367,4,0,0,Home,0,15,8,401,1734,51097,6260,5937.0,0.8934334850593759,4,0
46,525,Employed,High School,24,33359,72,Married,1,Other,284,0.1774247642071745,5,1,0,Home,0,24,11,6248,1456,101847,42040,2790.4166666666665,0.8207127352511799,7,0
